datetime,open,high,low,close,tick_volume,spread,real_volume
2026-03-05 16:09:00,24956.95,24964.65,24951.45,24963.05,394,190,0
2026-03-05 16:10:00,24963.95,24968.95,24961.95,24963.55,356,190,0
2026-03-05 16:11:00,24963.95,24974.55,24962.05,24965.45,375,190,0
2026-03-05 16:12:00,24965.55,24967.75,24956.75,24957.25,386,190,0
2026-03-05 16:13:00,24957.45,24957.45,24947.25,24949.55,353,190,0
2026-03-05 16:14:00,24949.45,24956.55,24947.55,24952.65,357,190,0
2026-03-05 16:15:00,24952.25,24960.05,24952.05,24954.25,322,190,0
2026-03-05 16:16:00,24953.25,24957.55,24948.95,24951.25,360,190,0
2026-03-05 16:17:00,24952.75,24953.55,24928.45,24928.95,356,190,0
2026-03-05 16:18:00,24928.75,24936.65,24928.55,24932.25,413,190,0
2026-03-05 16:19:00,24932.45,24939.05,24927.75,24931.45,370,190,0
2026-03-05 16:20:00,24931.15,24948.05,24927.95,24941.05,381,190,0
2026-03-05 16:21:00,24939.75,24944.65,24936.65,24942.15,381,190,0
2026-03-05 16:22:00,24941.75,24950.45,24938.15,24948.75,363,190,0
2026-03-05 16:23:00,24948.95,24961.95,24940.95,24942.55,416,190,0
2026-03-05 16:24:00,24943.25,24944.45,24934.45,24934.75,395,190,0
2026-03-05 16:25:00,24942.65,24966.75,24942.45,24964.55,437,190,0
2026-03-05 16:26:00,24964.65,24966.75,24955.65,24958.05,417,190,0
2026-03-05 16:27:00,24960.05,24961.95,24945.15,24947.65,399,190,0
2026-03-05 16:28:00,24947.75,24957.55,24941.15,24950.25,414,190,0
2026-03-05 16:29:00,24950.45,24960.25,24943.75,24952.25,444,190,0
2026-03-05 16:30:00,24952.05,25023.23,24951.73,25002.63,572,145,0
2026-03-05 16:31:00,25002.23,25016.23,24989.13,25012.23,569,145,0
2026-03-05 16:32:00,25010.53,25034.63,25001.63,25030.13,545,145,0
2026-03-05 16:33:00,25030.63,25050.03,25013.63,25049.73,553,145,0
2026-03-05 16:34:00,25048.73,25060.23,25041.03,25058.43,535,145,0
2026-03-05 16:35:00,25058.63,25075.23,25047.73,25063.13,547,145,0
2026-03-05 16:36:00,25062.13,25082.73,25050.53,25073.53,543,145,0
2026-03-05 16:37:00,25074.13,25079.53,25057.43,25068.13,552,145,0
2026-03-05 16:38:00,25068.93,25089.73,25061.03,25064.43,541,145,0
2026-03-05 16:39:00,25064.23,25066.13,25034.03,25056.63,549,145,0
2026-03-05 16:40:00,25057.03,25062.03,25022.13,25026.73,549,145,0
2026-03-05 16:41:00,25027.13,25068.13,25025.23,25048.53,558,145,0
2026-03-05 16:42:00,25049.93,25075.23,25042.13,25047.93,561,145,0
2026-03-05 16:43:00,25047.63,25057.23,25016.03,25028.43,560,145,0
2026-03-05 16:44:00,25030.13,25040.13,25017.13,25020.23,547,145,0
2026-03-05 16:45:00,25022.13,25025.43,25001.93,25010.73,552,145,0
2026-03-05 16:46:00,25010.43,25035.03,25008.13,25027.03,559,145,0
2026-03-05 16:47:00,25025.43,25070.23,25025.43,25066.73,549,145,0
2026-03-05 16:48:00,25066.23,25087.13,25064.93,25082.13,542,145,0
2026-03-05 16:49:00,25083.23,25094.73,25044.03,25052.43,546,145,0
2026-03-05 16:50:00,25053.23,25086.53,25045.23,25079.63,546,145,0
2026-03-05 16:51:00,25079.23,25109.43,25077.03,25107.03,556,145,0
2026-03-05 16:52:00,25108.03,25109.13,25087.53,25090.53,520,145,0
2026-03-05 16:53:00,25090.13,25102.03,25072.13,25093.03,542,145,0
2026-03-05 16:54:00,25092.53,25109.53,25084.23,25107.53,525,145,0
2026-03-05 16:55:00,25108.03,25114.73,25086.03,25103.03,531,145,0
2026-03-05 16:56:00,25101.53,25104.13,25090.53,25100.73,505,145,0
2026-03-05 16:57:00,25100.03,25133.23,25099.53,25131.03,503,145,0
2026-03-05 16:58:00,25130.73,25148.73,25129.03,25147.53,495,145,0
2026-03-05 16:59:00,25147.43,25152.23,25137.53,25151.63,483,145,0
2026-03-05 17:00:00,25150.73,25171.73,25150.03,25169.53,502,145,0
2026-03-05 17:01:00,25169.23,25171.53,25145.63,25148.53,501,145,0
2026-03-05 17:02:00,25148.73,25161.53,25142.53,25159.93,493,145,0
2026-03-05 17:03:00,25160.03,25161.53,25138.53,25141.03,502,145,0
2026-03-05 17:04:00,25141.13,25152.43,25132.03,25136.13,491,145,0
2026-03-05 17:05:00,25136.23,25141.13,25120.93,25129.13,524,145,0
2026-03-05 17:06:00,25129.53,25137.13,25119.43,25124.73,505,145,0
2026-03-05 17:07:00,25123.53,25144.53,25104.03,25109.23,524,145,0
2026-03-05 17:08:00,25110.23,25113.03,25091.73,25091.73,525,145,0
2026-03-05 17:09:00,25092.23,25114.53,25091.53,25110.23,542,145,0
2026-03-05 17:10:00,25110.93,25134.43,25109.03,25118.53,526,145,0
2026-03-05 17:11:00,25118.23,25128.23,25097.03,25098.23,534,145,0
2026-03-05 17:12:00,25096.73,25121.23,25095.23,25111.03,527,145,0
2026-03-05 17:13:00,25110.73,25133.73,25102.53,25130.93,543,145,0
